YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,20,56,1.33,,,,
2011,03,07,20,57,1.31,,,,
2011,03,07,20,58,1.32,,,,
2011,03,07,20,59,1.30,,,,
2011,03,07,21,00,1.33,1.31,,,
2011,03,07,21,01,1.32,,,,
2011,03,07,21,02,1.30,,,,
2011,03,07,21,03,1.30,,,,
2011,03,07,21,04,1.32,,,,
2011,03,07,21,05,1.32,,,,
2011,03,07,21,06,1.33,1.33,,,
2011,03,07,21,07,1.34,,,,
2011,03,07,21,08,1.32,,,,
2011,03,07,21,09,1.32,,,,
2011,03,07,21,10,1.32,,,,
2011,03,07,21,11,1.31,,,,
2011,03,07,21,12,1.28,1.30,,,
2011,03,07,21,13,1.29,,,,
2011,03,07,21,14,1.32,,,,
2011,03,07,21,15,1.30,,,,
2011,03,07,21,16,1.28,,,,
2011,03,07,21,17,1.26,,,,
2011,03,07,21,18,1.29,1.28,,,
2011,03,07,21,19,1.30,,,,
2011,03,07,21,20,1.31,,,,
2011,03,07,21,21,1.31,,,,
2011,03,07,21,22,1.30,,,,
2011,03,07,21,23,1.30,,,,
2011,03,07,21,24,1.27,1.28,,,
2011,03,07,21,25,1.26,,,,
2011,03,07,21,26,1.27,,,,
2011,03,07,21,27,1.26,,,,
2011,03,07,21,28,1.28,,,,
2011,03,07,21,29,1.26,,,,
2011,03,07,21,30,1.24,1.25,,,
2011,03,07,21,31,1.24,,,,
2011,03,07,21,32,1.25,,,,
2011,03,07,21,33,1.26,,,,
2011,03,07,21,34,1.26,,,,
2011,03,07,21,35,1.25,,,,
2011,03,07,21,36,1.24,1.24,,,
2011,03,07,21,37,1.24,,,,
2011,03,07,21,38,1.23,,,,
2011,03,07,21,39,1.25,,,,
2011,03,07,21,40,1.25,,,,
2011,03,07,21,41,1.24,,,,
2011,03,07,21,42,1.24,1.24,,,
2011,03,07,21,43,1.24,,,,
2011,03,07,21,44,1.23,,,,
2011,03,07,21,45,1.22,,,,
2011,03,07,21,46,1.23,,,,
2011,03,07,21,47,1.22,,,,
2011,03,07,21,48,1.23,1.23,,,
2011,03,07,21,49,1.23,,,,
2011,03,07,21,50,1.22,,,,
2011,03,07,21,51,1.22,,,,
2011,03,07,21,52,1.21,,,,
2011,03,07,21,53,1.23,,,,
2011,03,07,21,54,1.22,1.23,,,
2011,03,07,21,55,1.21,,,,
2011,03,07,21,56,1.19,,,,
2011,03,07,21,57,1.19,,,,
2011,03,07,21,58,1.20,,,,
2011,03,07,21,59,1.19,,,,
2011,03,07,22,00,1.18,1.19,,,
2011,03,07,22,01,1.17,,,,
2011,03,07,22,02,1.16,,,,
2011,03,07,22,03,1.18,,,,
2011,03,07,22,04,1.19,,,,
2011,03,07,22,05,1.18,,,,
2011,03,07,22,06,1.14,1.16,,,
2011,03,07,22,07,1.16,,,,
2011,03,07,22,08,1.17,,,,
2011,03,07,22,09,1.16,,,,
2011,03,07,22,10,1.17,,,,
2011,03,07,22,11,1.15,,,,
2011,03,07,22,12,1.12,1.14,,,
2011,03,07,22,13,1.13,,,,
2011,03,07,22,14,1.13,,,,
2011,03,07,22,15,1.14,,,,
2011,03,07,22,16,1.14,,,,
2011,03,07,22,17,1.13,,,,
2011,03,07,22,18,1.13,1.13,,,
2011,03,07,22,19,1.13,,,,
2011,03,07,22,20,1.10,,,,
2011,03,07,22,21,1.12,,,,
2011,03,07,22,22,1.12,,,,
2011,03,07,22,23,1.12,,,,
2011,03,07,22,24,1.11,1.12,,,
2011,03,07,22,25,1.11,,,,
2011,03,07,22,26,1.10,,,,
2011,03,07,22,27,1.09,,,,
2011,03,07,22,28,1.09,,,,
2011,03,07,22,29,1.08,,,,
2011,03,07,22,30,1.07,1.08,,,
2011,03,07,22,31,1.06,,,,
2011,03,07,22,32,1.06,,,,
2011,03,07,22,33,1.07,,,,
2011,03,07,22,34,1.06,,,,
2011,03,07,22,35,1.08,,,,
2011,03,07,22,36,1.06,1.06,,,
