YR,M,D,hh,mm,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
2011,03,07,21,39,1.32,,,,
2011,03,07,21,40,1.32,,,,
2011,03,07,21,41,1.31,,,,
2011,03,07,21,42,1.31,1.31,1.32,,
2011,03,07,21,43,1.31,,,,
2011,03,07,21,44,1.31,,,,
2011,03,07,21,45,1.32,,,,
2011,03,07,21,46,1.30,,,,
2011,03,07,21,47,1.31,,,,
2011,03,07,21,48,1.31,1.31,1.30,,
2011,03,07,21,49,1.31,,,,
2011,03,07,21,50,1.31,,,,
2011,03,07,21,51,1.30,,,,
2011,03,07,21,52,1.30,,,,
2011,03,07,21,53,1.30,,,,
2011,03,07,21,54,1.30,1.30,1.30,,
2011,03,07,21,55,1.19,,,,
2011,03,07,21,56,1.19,,,,
2011,03,07,21,57,1.20,,,,
2011,03,07,21,58,1.20,,,,
2011,03,07,21,59,1.20,,,,
2011,03,07,22,00,1.20,1.29,1.29,,
2011,03,07,22,01,1.29,,,,
2011,03,07,22,02,1.29,,,,
2011,03,07,22,03,1.28,,,,
2011,03,07,22,04,1.26,,,,
2011,03,07,22,05,1.27,,,,
2011,03,07,22,06,1.26,1.26,1.26,,
2011,03,07,22,07,1.25,,,,
2011,03,07,22,08,1.26,,,,
2011,03,07,22,09,1.25,,,,
2011,03,07,22,10,1.25,,,,
2011,03,07,22,11,1.26,,,,
2011,03,07,22,12,1.25,1.25,1.25,,
2011,03,07,22,13,1.25,,,,
2011,03,07,22,14,1.24,,,,
2011,03,07,22,15,1.25,,,,
2011,03,07,22,16,1.24,,,,
2011,03,07,22,17,1.24,,,,
2011,03,07,22,18,1.22,1.23,1.24,,
2011,03,07,22,19,1.23,,,,
2011,03,07,22,20,1.22,,,,
2011,03,07,22,21,1.22,,,,
2011,03,07,22,22,1.22,,,,
2011,03,07,22,23,1.21,,,,
2011,03,07,22,24,1.20,1.21,1.21,,
2011,03,07,22,25,1.20,,,,
2011,03,07,22,26,1.21,,,,
2011,03,07,22,27,1.19,,,,
